ID_Vivienda,Tipo_Vivienda,Barrio,Tipo_Tarifa,Periodo_Inicio,Periodo_Fin,Coste_Potencia_EUR,Consumo_Punta_kWh,Consumo_Valle_kWh,Precio_kWh,Importe_Total_EUR
006,Casa,Sur,tramos,2023-02-01,2023-02-28,46.0,199.75,214.77,0.30/0.11,129.55
006,Casa,Sur,tramos,2023-03-01,2023-03-31,46.0,201.26,211.82,0.24/0.10,115.48
006,Casa,Sur,tramos,2023-04-01,2023-04-30,46.0,240.55,167.38,0.21/0.11,114.93
006,Casa,Sur,tramos,2023-05-01,2023-05-31,46.0,178.62,238.69,0.27/0.14,127.64
006,Casa,Sur,tramos,2023-06-01,2023-06-30,46.0,208.65,210.76,0.21/0.15,121.43
006,Casa,Sur,tramos,2023-07-01,2023-07-31,46.0,235.15,184.78,0.23/0.15,127.8
006,Casa,Sur,tramos,2023-08-01,2023-08-31,46.0,166.06,244.48,0.18/0.12,105.23
006,Casa,Sur,tramos,2023-09-01,2023-09-30,46.0,207.1,200.31,0.17/0.18,117.26
006,Casa,Sur,tramos,2023-10-01,2023-10-31,46.0,187.27,227.44,0.30/0.16,138.57
006,Casa,Sur,tramos,2023-11-01,2023-11-30,46.0,229.53,175.3,0.28/0.14,134.81
006,Casa,Sur,tramos,2023-12-01,2023-12-31,46.0,213.03,208.7,0.26/0.15,132.69
007,Apartamento,Sur,tramos,2023-01-01,2023-01-31,56.8,116.69,140.07,0.26/0.13,105.35
007,Apartamento,Sur,tramos,2023-02-01,2023-02-28,56.8,147.87,105.83,0.30/0.11,112.8
007,Apartamento,Sur,tramos,2023-03-01,2023-03-31,56.8,131.76,123.93,0.24/0.10,100.81
007,Apartamento,Sur,tramos,2023-04-01,2023-04-30,56.8,132.21,126.6,0.21/0.11,98.49
007,Apartamento,Sur,tramos,2023-05-01,2023-05-31,56.8,150.75,115.61,0.27/0.14,113.69
007,Apartamento,Sur,tramos,2023-06-01,2023-06-30,56.8,103.55,153.91,0.21/0.15,101.63
007,Apartamento,Sur,tramos,2023-07-01,2023-07-31,56.8,148.52,107.55,0.23/0.15,107.09
007,Apartamento,Sur,tramos,2023-08-01,2023-08-31,56.8,140.68,130.13,0.18/0.12,97.74
007,Apartamento,Sur,tramos,2023-09-01,2023-09-30,56.8,141.43,123.91,0.17/0.18,103.15
007,Apartamento,Sur,tramos,2023-10-01,2023-10-31,56.8,149.71,107.13,0.30/0.16,118.85
007,Apartamento,Sur,tramos,2023-11-01,2023-11-30,56.8,124.74,136.97,0.28/0.14,110.9
007,Apartamento,Sur,tramos,2023-12-01,2023-12-31,56.8,107.96,155.75,0.26/0.15,108.23
008,Apartamento,Nervión,única,2023-01-01,2023-01-31,55.33,173.83,143.61,0.20,118.82
008,Apartamento,Nervión,única,2023-02-01,2023-02-28,55.33,164.4,151.37,0.17,109.01
008,Apartamento,Nervión,única,2023-03-01,2023-03-31,55.33,152.45,166.57,0.19,115.94
008,Apartamento,Nervión,única,2023-04-01,2023-04-30,55.33,150.71,169.18,0.25,135.3
008,Apartamento,Nervión,única,2023-05-01,2023-05-31,55.33,150.92,177.57,0.14,101.32
008,Apartamento,Nervión,única,2023-06-01,2023-06-30,55.33,161.16,164.28,0.16,107.4
008,Apartamento,Nervión,única,2023-07-01,2023-07-31,55.33,192.29,135.09,0.15,104.44
008,Apartamento,Nervión,única,2023-08-01,2023-08-31,55.33,145.64,183.12,0.15,104.64
008,Apartamento,Nervión,única,2023-09-01,2023-09-30,55.33,142.4,172.33,0.26,137.16
008,Apartamento,Nervión,única,2023-10-01,2023-10-31,55.33,133.76,192.25,0.24,133.57
008,Apartamento,Nervión,única,2023-11-01,2023-11-30,55.33,168.29,155.74,0.21,123.38
008,Apartamento,Nervión,única,2023-12-01,2023-12-31,55.33,177.78,143.02,0.15,103.45
009,Apartamento,Sur,única,2023-01-01,2023-01-31,51.07,110.29,155.46,0.20,104.22
009,Apartamento,Sur,única,2023-02-01,2023-02-28,51.07,138.84,139.34,0.17,98.36
009,Apartamento,Sur,única,2023-03-01,2023-03-31,51.07,135.08,142.31,0.19,103.77
009,Apartamento,Sur,única,2023-04-01,2023-04-30,51.07,151.41,117.14,0.25,118.21
009,Apartamento,Sur,única,2023-05-01,2023-05-31,51.07,150.69,128.92,0.14,90.22
009,Apartamento,Sur,única,2023-06-01,2023-06-30,51.07,139.39,129.68,0.16,94.12
009,Apartamento,Sur,única,2023-07-01,2023-07-31,51.07,113.3,157.54,0.15,91.7
009,Apartamento,Sur,única,2023-08-01,2023-08-31,51.07,120.5,161.46,0.15,93.36
009,Apartamento,Sur,única,2023-09-01,2023-09-30,51.07,138.26,144.36,0.26,124.55
009,Apartamento,Sur,única,2023-10-01,2023-10-31,51.07,135.9,131.42,0.24,115.23
009,Apartamento,Sur,única,2023-11-01,2023-11-30,51.07,153.59,127.48,0.21,110.1
009,Apartamento,Sur,única,2023-12-01,2023-12-31,51.07,148.76,130.99,0.15,93.03
010,Casa,Bellavista-La Palmera,tramos,2023-01-01,2023-01-31,62.4,194.46,146.79,0.26/0.13,132.04
010,Casa,Bellavista-La Palmera,tramos,2023-02-01,2023-02-28,62.4,165.5,166.9,0.30/0.11,130.41
010,Casa,Bellavista-La Palmera,tramos,2023-03-01,2023-03-31,62.4,198.28,133.55,0.24/0.10,123.34
010,Casa,Bellavista-La Palmera,tramos,2023-04-01,2023-04-30,62.4,141.25,205.04,0.21/0.11,114.62
010,Casa,Bellavista-La Palmera,tramos,2023-05-01,2023-05-31,62.4,199.81,141.71,0.27/0.14,136.19
010,Casa,Bellavista-La Palmera,tramos,2023-06-01,2023-06-30,62.4,170.01,161.01,0.21/0.15,122.25
010,Casa,Bellavista-La Palmera,tramos,2023-07-01,2023-07-31,62.4,140.64,205.08,0.23/0.15,125.51
010,Casa,Bellavista-La Palmera,tramos,2023-08-01,2023-08-31,62.4,156.84,184.51,0.18/0.12,112.77
010,Casa,Bellavista-La Palmera,tramos,2023-09-01,2023-09-30,62.4,205.54,140.36,0.17/0.18,122.61
010,Casa,Bellavista-La Palmera,tramos,2023-10-01,2023-10-31,62.4,171.36,174.93,0.30/0.16,141.8
010,Casa,Bellavista-La Palmera,tramos,2023-11-01,2023-11-30,62.4,196.08,148.58,0.28/0.14,138.1
010,Casa,Bellavista-La Palmera,tramos,2023-12-01,2023-12-31,62.4,188.85,144.94,0.26/0.15,133.24
011,Apartamento,Los Remedios,tramos,2023-01-01,2023-01-31,60.93,51.95,48.09,0.26/0.13,80.69
011,Apartamento,Los Remedios,tramos,2023-02-01,2023-02-28,60.93,44.07,59.83,0.30/0.11,80.73
011,Apartamento,Los Remedios,tramos,2023-03-01,2023-03-31,60.93,54.38,46.46,0.24/0.10,78.63
011,Apartamento,Los Remedios,tramos,2023-04-01,2023-04-30,60.93,57.82,48.28,0.21/0.11,78.38
011,Apartamento,Los Remedios,tramos,2023-05-01,2023-05-31,60.93,46.59,54.02,0.27/0.14,81.07
011,Apartamento,Los Remedios,tramos,2023-06-01,2023-06-30,60.93,61.45,48.64,0.21/0.15,81.13
011,Apartamento,Los Remedios,tramos,2023-07-01,2023-07-31,60.93,55.5,50.18,0.23/0.15,81.22
011,Apartamento,Los Remedios,tramos,2023-08-01,2023-08-31,60.93,61.22,55.8,0.18/0.12,78.65
011,Apartamento,Los Remedios,tramos,2023-09-01,2023-09-30,60.93,42.09,61.87,0.17/0.18,79.22
011,Apartamento,Los Remedios,tramos,2023-10-01,2023-10-31,60.93,47.18,69.52,0.30/0.16,86.21
011,Apartamento,Los Remedios,tramos,2023-11-01,2023-11-30,60.93,59.07,57.72,0.28/0.14,85.55
011,Apartamento,Los Remedios,tramos,2023-12-01,2023-12-31,60.93,66.1,51.98,0.26/0.15,85.91
012,Apartamento,Macarena,tramos,2023-01-01,2023-01-31,67.2,131.57,148.28,0.26/0.13,120.68
012,Apartamento,Macarena,tramos,2023-02-01,2023-02-28,67.2,132.22,143.02,0.30/0.11,122.6
012,Apartamento,Macarena,tramos,2023-03-01,2023-03-31,67.2,141.62,127.87,0.24/0.10,113.97
012,Apartamento,Macarena,tramos,2023-04-01,2023-04-30,67.2,165.54,111.83,0.21/0.11,114.26
012,Apartamento,Macarena,tramos,2023-05-01,2023-05-31,67.2,133.1,142.15,0.27/0.14,123.04
012,Apartamento,Macarena,tramos,2023-06-01,2023-06-30,67.2,146.91,121.41,0.21/0.15,116.26
012,Apartamento,Macarena,tramos,2023-07-01,2023-07-31,67.2,111.71,152.95,0.23/0.15,115.84
012,Apartamento,Macarena,tramos,2023-08-01,2023-08-31,67.2,122.13,144.85,0.18/0.12,106.57
012,Apartamento,Macarena,tramos,2023-09-01,2023-09-30,67.2,118.75,147.07,0.17/0.18,113.86
012,Apartamento,Macarena,tramos,2023-10-01,2023-10-31,67.2,105.22,155.51,0.30/0.16,123.65
012,Apartamento,Macarena,tramos,2023-11-01,2023-11-30,67.2,135.78,143.86,0.28/0.14,125.36
012,Apartamento,Macarena,tramos,2023-12-01,2023-12-31,67.2,143.4,124.17,0.26/0.15,123.11
013,Apartamento,Triana,única,2023-01-01,2023-01-31,54.27,147.84,102.74,0.20,104.39
013,Apartamento,Triana,única,2023-02-01,2023-02-28,54.27,109.46,152.48,0.17,98.8
013,Apartamento,Triana,única,2023-03-01,2023-03-31,54.27,146.59,107.98,0.19,102.64
013,Apartamento,Triana,única,2023-04-01,2023-04-30,54.27,130.83,134.29,0.25,120.55
013,Apartamento,Triana,única,2023-05-01,2023-05-31,54.27,112.03,146.46,0.14,90.46
013,Apartamento,Triana,única,2023-06-01,2023-06-30,54.27,118.74,147.3,0.16,96.84
013,Apartamento,Triana,única,2023-07-01,2023-07-31,54.27,140.47,124.6,0.15,94.03
013,Apartamento,Triana,única,2023-08-01,2023-08-31,54.27,129.84,128.53,0.15,93.03
013,Apartamento,Triana,única,2023-09-01,2023-09-30,54.27,109.19,141.64,0.26,119.49
013,Apartamento,Triana,única,2023-10-01,2023-10-31,54.27,109.6,141.03,0.24,114.42
013,Apartamento,Triana,única,2023-11-01,2023-11-30,54.27,123.06,138.75,0.21,109.25
013,Apartamento,Triana,única,2023-12-01,2023-12-31,54.27,146.9,100.48,0.15,91.38
014,Apartamento,Triana,tramos,2023-01-01,2023-01-31,53.47,150.26,106.35,0.26/0.13,106.36
014,Apartamento,Triana,tramos,2023-02-01,2023-02-28,53.47,112.54,146.3,0.30/0.11,103.32
014,Apartamento,Triana,tramos,2023-03-01,2023-03-31,53.47,136.18,110.68,0.24/0.10,97.22
014,Apartamento,Triana,tramos,2023-04-01,2023-04-30,53.47,108.93,143.93,0.21/0.11,92.18
014,Apartamento,Triana,tramos,2023-05-01,2023-05-31,53.47,113.56,141.7,0.27/0.14,103.97
014,Apartamento,Triana,tramos,2023-06-01,2023-06-30,53.47,123.51,119.91,0.21/0.15,97.39
014,Apartamento,Triana,tramos,2023-07-01,2023-07-31,53.47,129.42,121.38,0.23/0.15,101.44
014,Apartamento,Triana,tramos,2023-08-01,2023-08-31,53.47,138.56,102.21,0.18/0.12,90.68
014,Apartamento,Triana,tramos,2023-09-01,2023-09-30,53.47,104.03,140.22,0.17/0.18,96.4
014,Apartamento,Triana,tramos,2023-10-01,2023-10-31,53.47,151.75,104.96,0.30/0.16,115.79
014,Apartamento,Triana,tramos,2023-11-01,2023-11-30,53.47,143.95,112.23,0.28/0.14,109.49
014,Apartamento,Triana,tramos,2023-12-01,2023-12-31,53.47,128.59,123.46,0.26/0.15,105.42
015,Casa,Macarena,tramos,2023-01-01,2023-01-31,51.2,89.3,96.08,0.26/0.13,86.91
015,Casa,Macarena,tramos,2023-02-01,2023-02-28,51.2,86.36,104.73,0.30/0.11,88.63
015,Casa,Macarena,tramos,2023-03-01,2023-03-31,51.2,98.89,99.22,0.24/0.10,84.86
015,Casa,Macarena,tramos,2023-04-01,2023-04-30,51.2,82.26,103.0,0.21/0.11,79.8
015,Casa,Macarena,tramos,2023-05-01,2023-05-31,51.2,81.93,115.38,0.27/0.14,89.47
015,Casa,Macarena,tramos,2023-06-01,2023-06-30,51.2,100.14,100.53,0.21/0.15,87.31
015,Casa,Macarena,tramos,2023-07-01,2023-07-31,51.2,100.2,93.05,0.23/0.15,88.2
015,Casa,Macarena,tramos,2023-08-01,2023-08-31,51.2,93.98,106.16,0.18/0.12,80.85
015,Casa,Macarena,tramos,2023-09-01,2023-09-30,51.2,101.19,96.01,0.17/0.18,85.68
015,Casa,Macarena,tramos,2023-10-01,2023-10-31,51.2,108.8,80.18,0.30/0.16,96.67
015,Casa,Macarena,tramos,2023-11-01,2023-11-30,51.2,106.12,93.47,0.28/0.14,94.0
015,Casa,Macarena,tramos,2023-12-01,2023-12-31,51.2,115.07,85.59,0.26/0.15,93.95
016,Apartamento,Nervión,tramos,2023-01-01,2023-01-31,52.67,225.9,172.23,0.26/0.13,133.79
016,Apartamento,Nervión,tramos,2023-02-01,2023-02-28,52.67,213.29,184.62,0.30/0.11,136.97
016,Apartamento,Nervión,tramos,2023-03-01,2023-03-31,52.67,218.2,178.13,0.24/0.10,122.85
016,Apartamento,Nervión,tramos,2023-04-01,2023-04-30,52.67,223.06,164.08,0.21/0.11,117.56
016,Apartamento,Nervión,tramos,2023-05-01,2023-05-31,52.67,162.91,238.49,0.27/0.14,130.04
016,Apartamento,Nervión,tramos,2023-06-01,2023-06-30,52.67,170.51,229.96,0.21/0.15,122.97
016,Apartamento,Nervión,tramos,2023-07-01,2023-07-31,52.67,214.36,176.31,0.23/0.15,128.42
016,Apartamento,Nervión,tramos,2023-08-01,2023-08-31,52.67,218.21,168.97,0.18/0.12,112.22
016,Apartamento,Nervión,tramos,2023-09-01,2023-09-30,52.67,200.9,199.7,0.17/0.18,122.77
016,Apartamento,Nervión,tramos,2023-10-01,2023-10-31,52.67,175.68,208.4,0.30/0.16,138.72
016,Apartamento,Nervión,tramos,2023-11-01,2023-11-30,52.67,236.29,160.01,0.28/0.14,141.23
016,Apartamento,Nervión,tramos,2023-12-01,2023-12-31,52.67,179.25,217.35,0.26/0.15,131.88
017,Casa,Casco Antiguo,única,2023-01-01,2023-01-31,63.07,116.18,112.53,0.20,108.81
017,Casa,Casco Antiguo,única,2023-02-01,2023-02-28,63.07,97.61,134.02,0.17,102.45
017,Casa,Casco Antiguo,única,2023-03-01,2023-03-31,63.07,117.53,113.72,0.19,107.01
017,Casa,Casco Antiguo,única,2023-04-01,2023-04-30,63.07,110.2,125.09,0.25,121.89
017,Casa,Casco Antiguo,única,2023-05-01,2023-05-31,63.07,134.1,94.58,0.14,95.09
017,Casa,Casco Antiguo,única,2023-06-01,2023-06-30,63.07,128.11,89.97,0.16,97.96
017,Casa,Casco Antiguo,única,2023-07-01,2023-07-31,63.07,95.03,134.76,0.15,97.54
017,Casa,Casco Antiguo,única,2023-08-01,2023-08-31,63.07,120.27,101.78,0.15,96.38
017,Casa,Casco Antiguo,única,2023-09-01,2023-09-30,63.07,112.26,105.12,0.26,119.59
017,Casa,Casco Antiguo,única,2023-10-01,2023-10-31,63.07,116.87,106.08,0.24,116.58
017,Casa,Casco Antiguo,única,2023-11-01,2023-11-30,63.07,124.59,92.35,0.21,108.63
017,Casa,Casco Antiguo,única,2023-12-01,2023-12-31,63.07,139.83,95.67,0.15,98.39
018,Casa,Nervión,tramos,2023-01-01,2023-01-31,58.4,77.23,104.05,0.26/0.13,92.01
018,Casa,Nervión,tramos,2023-02-01,2023-02-28,58.4,73.47,107.98,0.30/0.11,92.32
018,Casa,Nervión,tramos,2023-03-01,2023-03-31,58.4,77.48,89.25,0.24/0.10,85.92
018,Casa,Nervión,tramos,2023-04-01,2023-04-30,58.4,97.55,78.51,0.21/0.11,87.52
018,Casa,Nervión,tramos,2023-05-01,2023-05-31,58.4,88.03,91.92,0.27/0.14,95.04
018,Casa,Nervión,tramos,2023-06-01,2023-06-30,58.4,102.96,68.8,0.21/0.15,90.34
018,Casa,Nervión,tramos,2023-07-01,2023-07-31,58.4,85.71,89.11,0.23/0.15,91.48
018,Casa,Nervión,tramos,2023-08-01,2023-08-31,58.4,94.78,74.78,0.18/0.12,84.43
018,Casa,Nervión,tramos,2023-09-01,2023-09-30,58.4,80.02,100.14,0.17/0.18,90.03
018,Casa,Nervión,tramos,2023-10-01,2023-10-31,58.4,90.03,77.91,0.30/0.16,97.87
018,Casa,Nervión,tramos,2023-11-01,2023-11-30,58.4,81.56,97.82,0.28/0.14,94.93
018,Casa,Nervión,tramos,2023-12-01,2023-12-31,58.4,79.72,105.59,0.26/0.15,94.97
019,Casa,Triana,tramos,2023-01-01,2023-01-31,48.0,187.88,131.25,0.26/0.13,113.91
019,Casa,Triana,tramos,2023-02-01,2023-02-28,48.0,168.27,150.6,0.30/0.11,115.05
019,Casa,Triana,tramos,2023-03-01,2023-03-31,48.0,144.84,173.6,0.24/0.10,100.12
019,Casa,Triana,tramos,2023-04-01,2023-04-30,48.0,159.09,171.07,0.21/0.11,100.23
019,Casa,Triana,tramos,2023-05-01,2023-05-31,48.0,146.45,181.92,0.27/0.14,113.01
019,Casa,Triana,tramos,2023-06-01,2023-06-30,48.0,127.86,186.89,0.21/0.15,102.88
019,Casa,Triana,tramos,2023-07-01,2023-07-31,48.0,153.25,170.26,0.23/0.15,108.79
019,Casa,Triana,tramos,2023-08-01,2023-08-31,48.0,162.13,165.64,0.18/0.12,97.06
019,Casa,Triana,tramos,2023-09-01,2023-09-30,48.0,144.18,185.67,0.17/0.18,105.93
019,Casa,Triana,tramos,2023-10-01,2023-10-31,48.0,182.06,145.79,0.30/0.16,125.95
019,Casa,Triana,tramos,2023-11-01,2023-11-30,48.0,185.42,140.48,0.28/0.14,119.58
019,Casa,Triana,tramos,2023-12-01,2023-12-31,48.0,171.07,154.63,0.26/0.15,115.67
020,Apartamento,Triana,única,2023-01-01,2023-01-31,53.73,98.54,143.87,0.20,102.21
020,Apartamento,Triana,única,2023-02-01,2023-02-28,53.73,135.13,123.08,0.17,97.63
020,Apartamento,Triana,única,2023-03-01,2023-03-31,53.73,126.92,128.81,0.19,102.32
020,Apartamento,Triana,única,2023-04-01,2023-04-30,53.73,102.92,139.22,0.25,114.26
020,Apartamento,Triana,única,2023-05-01,2023-05-31,53.73,123.22,130.28,0.14,89.22
020,Apartamento,Triana,única,2023-06-01,2023-06-30,53.73,121.49,122.31,0.16,92.74
020,Apartamento,Triana,única,2023-07-01,2023-07-31,53.73,124.49,116.58,0.15,89.89
020,Apartamento,Triana,única,2023-08-01,2023-08-31,53.73,137.18,107.99,0.15,90.51
020,Apartamento,Triana,única,2023-09-01,2023-09-30,53.73,120.8,125.2,0.26,117.69
020,Apartamento,Triana,única,2023-10-01,2023-10-31,53.73,99.49,140.54,0.24,111.34
020,Apartamento,Triana,única,2023-11-01,2023-11-30,53.73,122.83,124.81,0.21,105.73
020,Apartamento,Triana,única,2023-12-01,2023-12-31,53.73,115.4,136.39,0.15,91.5
021,Casa,Macarena,tramos,2023-01-01,2023-01-31,53.6,183.82,137.53,0.26/0.13,119.27
021,Casa,Macarena,tramos,2023-02-01,2023-02-28,53.6,131.78,191.27,0.30/0.11,114.17
021,Casa,Macarena,tramos,2023-03-01,2023-03-31,53.6,133.48,183.58,0.24/0.10,103.99
021,Casa,Macarena,tramos,2023-04-01,2023-04-30,53.6,186.54,125.75,0.21/0.11,106.61
021,Casa,Macarena,tramos,2023-05-01,2023-05-31,53.6,155.08,155.22,0.27/0.14,117.2
021,Casa,Macarena,tramos,2023-06-01,2023-06-30,53.6,172.86,146.96,0.21/0.15,111.94
021,Casa,Macarena,tramos,2023-07-01,2023-07-31,53.6,128.08,190.56,0.23/0.15,111.64
021,Casa,Macarena,tramos,2023-08-01,2023-08-31,53.6,158.1,155.88,0.18/0.12,100.76
021,Casa,Macarena,tramos,2023-09-01,2023-09-30,53.6,145.37,163.84,0.17/0.18,107.8
021,Casa,Macarena,tramos,2023-10-01,2023-10-31,53.6,128.09,180.03,0.30/0.16,120.83
021,Casa,Macarena,tramos,2023-11-01,2023-11-30,53.6,134.53,180.86,0.28/0.14,116.59
021,Casa,Macarena,tramos,2023-12-01,2023-12-31,53.6,171.48,147.32,0.26/0.15,120.28
022,Apartamento,Sur,tramos,2023-01-01,2023-01-31,67.33,156.36,198.98,0.26/0.13,133.85
022,Apartamento,Sur,tramos,2023-02-01,2023-02-28,67.33,144.24,198.44,0.30/0.11,132.43
022,Apartamento,Sur,tramos,2023-03-01,2023-03-31,67.33,190.57,161.49,0.24/0.10,129.22
022,Apartamento,Sur,tramos,2023-04-01,2023-04-30,67.33,199.64,140.32,0.21/0.11,124.69
022,Apartamento,Sur,tramos,2023-05-01,2023-05-31,67.33,173.0,167.37,0.27/0.14,137.47
022,Apartamento,Sur,tramos,2023-06-01,2023-06-30,67.33,202.98,150.53,0.21/0.15,132.54
022,Apartamento,Sur,tramos,2023-07-01,2023-07-31,67.33,198.14,155.47,0.23/0.15,136.22
022,Apartamento,Sur,tramos,2023-08-01,2023-08-31,67.33,194.85,151.27,0.18/0.12,120.56
022,Apartamento,Sur,tramos,2023-09-01,2023-09-30,67.33,197.39,143.54,0.17/0.18,126.72
